A02AD01 Magnesio idrossido/algeld 020702054 MAALOX 40 cpr mast 800 mg SANOFI-AVENTIS RR 2,17 2,16
A03FA Levosulpiride 026009023 LEVOPRAID 6 fiale IM EV 25 mg 2 ml ABBOTT RR 3,56 3,54
A03FA01 Metoclopramide 034142012 METOCLOPRAMIDE C5 fiale IM EV 10 mg 2 ml MAYNE PHARMA RR 1,07 1,06 G
A03FA01 Metoclopramide 020766010 PLASIL 5 fiale IM EV 10 mg 2 ml LEPETIT RR 1,25 1,24 G
A03FA04 Bromopride 023360074 VALOPRIDE 10 fiale IM EV 10 mg 2 ml PHARMAFAR RR 2,69 2,67
A03FA05 Alizapride 025575034 LIMICAN 6 fiale IM EV 50 mg 2 ml ACARPIA SERVICOS RR 4,98 4,95
A03FA06 Clebopride 026362057 MOTILEX 6 fiale IM EV 1 mg 2 ml ALMIRALL RR 4,80 4,77
A04AA01 Ondansetrone 027612035 ZOFRAN 1 fiala IM EV 4 mg 2 ml 57 GLAXOSMITHKLINE RR 10,47 10,35 X
A04AA01 Ondansetrone 027612047 ZOFRAN 1 fiala IM EV 8 mg 4 ml 57 GLAXOSMITHKLINE RR 21,04 20,78 X
A04AA01 Ondansetrone 027612011 ZOFRAN 6 cpr 4 mg 57 GLAXOSMITHKLINE RR 45,97 45,41 X
A04AA01 Ondansetrone 027612098 ZOFRAN 6 cpr orodispers 4 mg 57 GLAXOSMITHKLINE RR 45,97 45,41 X
A04AA01 Ondansetrone 027612086 ZOFRAN scir 50 ml 4 mg/5 ml 57 GLAXOSMITHKLINE RR 59,92 59,20 X
A04AA01 Ondansetrone 027612023 ZOFRAN 6 cpr 8 mg 57 GLAXOSMITHKLINE RR 74,45 73,55 X
A04AA01 Ondansetrone 027612112 ZOFRAN 6 cpr orodispers 8 mg 57 GLAXOSMITHKLINE RR 74,45 73,55 X
A04AA01 Ondansetrone 027612074 ZOFRAN 4 supp 16 mg 57 GLAXOSMITHKLINE RR 77,41 76,49 X
A04AA02 Granisetrone 028093019 KYTRIL 1 fiala EV 3 mg 3 ml 57 ROCHE RR 31,95 31,57 X
A04AA02 Granisetrone 028093033 KYTRIL 1 siringa IM 3 mg 1 ml 57 ROCHE RR 31,95 31,57 X
A04AA02 Granisetrone 028093045 KYTRIL 3 siringhe IM 3 mg 1 ml 57 ROCHE RR 95,89 94,73 X
A04AA02 Granisetrone 028093084 KYTRIL 5 cpr 2 mg 57 ROCHE RR 106,24 104,96 X
A04AA02 Granisetrone 028093021 KYTRIL 10 cpr riv 1 mg 57 ROCHE RR 114,39 113,01 X
A04AA03 Tropisetrone 028456010 NAVOBAN 1 fiala infus os 5 mg 5 ml 57 NOVARTIS FARMA RR 30,22 29,86 X
A04AA03 Tropisetrone 028456085 NAVOBAN 1 fiala SC 5 mg 1 ml + 1 siringa 57 NOVARTIS FARMA RR 30,22 29,86 X
A04AA03 Tropisetrone 028456097 NAVOBAN 3 fiale SC 5 mg 1 ml + 3 siringh 57 NOVARTIS FARMA RR 89,95 88,87 X
A04AA03 Tropisetrone 028456022 NAVOBAN 5 cps 5 mg 57 NOVARTIS FARMA RR 107,37 106,09 X
A04AA04 Dolasetron 033108022 ANZEMET 1 fiala EV 100 mg 5 ml 57 SANOFI-AVENTIS RR 25,36 25,06 X
A04AA04 Dolasetron 033108046 ANZEMET 3 cpr riv 200 mg 57 SANOFI-AVENTIS RR 46,82 46,26 X
A05AA Acido chenoursodesossico026567026 BILENOR 30 cps 250 mg 2 SCHWARZ RR 16,38 16,18 X X
A05AA Acido tauroursodesossico 026772020 TAURO 20 cps 150 mg 2 TEOFARMA RR 6,03 5,95 X
A05AA Acido tauroursodesossico 026772032 TAURO 20 cps 250 mg 2 TEOFARMA RR 10,16 10,04 X
A05AA02 Acido ursodesossicolico 033094018 ACIDO URSODESOSS20 cpr 150 mg 2 MERCK GENERICS RR 4,43 4,40 G
A05AA02 Acido ursodesossicolico 028746016 ACIDO URSODESOSS20 cps 300 mg 2 ANGENERICO RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 034317014 ACIDO URSODESOSS20 cps 300 mg 2 DOROM RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 033512031 ACIDO URSODESOSS20 cps 300 mg 2 EG RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 033094020 ACIDO URSODESOSS20 cpr 300 mg 2 MERCK GENERICS RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 033674019 ACIDO URSODESOSS20 cps 300 mg 2 PLIVA RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 033090010 ACIDO URSODESOSS20 cpr 300 mg 2 RATIOPHARM GMBH RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 033942018 ACIDO URSODESOSS20 cps 300 mg 2 TEVA RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 033564030 ACIDO URSODESOSS20 cps 300 mg 2 WINTHROP RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 034317038 ACIDO URSODESOSS20 cps 450 mg rilascio prolunga 2 DOROM RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 033512017 ACIDO URSODESOSS20 cpr 450 mg rilascio prolunga 2 EG RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 033674033 ACIDO URSODESOSS20 cps 450 mg rilascio prolunga 2 PLIVA RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 033090034 ACIDO URSODESOSS20 cpr 450 mg rilascio prolunga 2 RATIOPHARM GMBH RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 033942032 ACIDO URSODESOSS20 cps 450 mg rilascio modifica 2 TEVA RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 033564055 ACIDO URSODESOSS20 cps 450 mg 2 WINTHROP RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 026078016 BILIEPAR 20 cps 150 mg 2 I.BIR.N RR 4,43 4,40 G
A05AA02 Acido ursodesossicolico 026078028 BILIEPAR 20 cps 300 mg 2 I.BIR.N RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 026078042 BILIEPAR 20 cps 450 mg rilascio controlla 2 I.BIR.N RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 027556024 DESOCOL 20 cps 300 mg 2 LAMPUGNANI RR 8,12 8,07 G
A05AA02 Acido ursodesossicolico 028336016 DESOXIL 20 cpr 150 mg 2 BONISCONTRO & GAZZONE RR 4,43 4,40 G
A05AA02 Acido ursodesossicolico 028336028 DESOXIL 20 cpr 300 mg 2 BONISCONTRO & GAZZONE RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 028336042 DESOXIL 20 cpr 450 mg 2 BONISCONTRO & GAZZONE RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 023605076 DEURSIL 20 cps 150 mg 2 SANOFI-AVENTIS RR 4,43 4,40 G
A05AA02 Acido ursodesossicolico 023605114 DEURSIL 20 cps 300 mg 2 SANOFI-AVENTIS RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 023605138 DEURSIL 20 cps 450 mg rilascio prolunga 2 SANOFI-AVENTIS RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 023605153 DEURSIL 20 cps 225 mg rilascio prolunga 2 SANOFI-AVENTIS RR 7,89 7,84 G
A05AA02 Acido ursodesossicolico 034219016 DISSOLURSIL 20 cps 300 mg 2 FARMA 1 RR 8,12 8,07 G
A05AA02 Acido ursodesossicolico 034219030 DISSOLURSIL 20 cps 450 mg rilascio prolunga 2 FARMA 1 RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 027567027 FRAURS 20 cps 150 mg 2 FRANCIA RR 4,43 4,40 G
A05AA02 Acido ursodesossicolico 027567039 FRAURS 20 cps 300 mg 2 FRANCIA RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 028404010 LITOFF 20 cpr 300 mg 2 CABER RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 028404022 LITOFF 20 cpr 450 mg rilascio prolunga 2 CABER RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 024615078 LITURSOL 20 cpr 150 mg 2 CRINOS RR 4,43 4,40 G
A05AA02 Acido ursodesossicolico 024615080 LITURSOL 20 cpr 300 mg 2 CRINOS RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 024615092 LITURSOL 20 cps 450 mg rilascio prolunga 2 CRINOS RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 026893038 URDES 20 cpr 150 mg 2 ERREKAPPA RR 4,43 4,40 G
A05AA02 Acido ursodesossicolico 026893040 URDES 20 cpr 300 mg 2 ERREKAPPA RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 026893065 URDES 20 cpr riv gastrores 225 mg 2 ERREKAPPA RR 7,89 7,84 G
A05AA02 Acido ursodesossicolico 026893053 URDES 20 cpr riv gastrores 450 mg 2 ERREKAPPA RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 023630039 URSACOL 20 cpr 150 mg 2 ZAMBON RR 4,43 4,40 G
A05AA02 Acido ursodesossicolico 023630066 URSACOL 20 cpr 300 mg 2 ZAMBON RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 024173080 URSILON 20 cps 300 mg 2 I.B.I. LORENZINI RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 024173066 URSILON 20 cps rigide 225 mg rilascio pr 2 I.B.I. LORENZINI RR 7,89 7,84 G
A05AA02 Acido ursodesossicolico 024173054 URSILON 20 cps rigide 450 mg rilascio pr 2 I.B.I. LORENZINI RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 024444034 URSOBIL 20 cps 150 mg 2 ABC RR 4,43 4,40 G
A05AA02 Acido ursodesossicolico 024444123 URSOBIL 20 cpr 300 mg 2 ABC RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 024444059 URSOBIL 20 cps 250 mg 2 ABC RR 8,30 8,20 X
A05AA02 Acido ursodesossicolico 024444111 URSOBIL scir 200 ml 150 mg/10 ml 2 ABC RR 10,93 10,79 X
A05AA02 Acido ursodesossicolico 029038027 URSOBIL HT 20 cps 450 mg rilascio controlla 2 ABC RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 026328017 URSODAMOR 20 cpr 150 mg 2 DAMOR RR 5,24 5,21 G
A05AA02 Acido ursodesossicolico 026328029 URSODAMOR 20 cpr 300 mg 2 DAMOR RR 10,54 10,48 G
A05AA02 Acido ursodesossicolico 028366019 URSODIOL 20 cps 300 mg 2 BIOPROGRESS PHARMA RR 8,12 8,07 G
A05AA02 Acido ursodesossicolico 028366033 URSODIOL 20 cps 450 mg rilascio prolunga 2 BIOPROGRESS PHARMA RR 13,00 12,92 G
A05AA02 Acido ursodesossicolico 026074029 URSOFALK 20 cps 150 mg 2 DR.FALK PHARMA GMBH RR 6,07 6,03 G
A05AA02 Acido ursodesossicolico 026074031 URSOFALK 20 cps 300 mg 2 DR.FALK PHARMA GMBH RR 12,14 12,07 G
A05AA02 Acido ursodesossicolico 026074043 URSOFALK "S.R." 20 cps 450 mg 2 DR.FALK PHARMA GMBH RR 19,90 19,78 G
A05AA02 Acido ursodesossicolico 026073015 URSOFLOR 20 cps 150 mg 2 SO.SE.PHARM RR 4,43 4,40 G
A05AA02 Acido ursodesossicolico 026073027 URSOFLOR 20 cps 300 mg 2 SO.SE.PHARM RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 026073039 URSOFLOR 20 cpr 450 mg cessione ritarda 2 SO.SE.PHARM RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 028931018 URSOLAC 20 cps 300 mg 2 DOC GENERICI RR 6,59 6,55 G
A05AA02 Acido ursodesossicolico 028931032 URSOLAC 20 cps 450 mg cessione ritarda 2 DOC GENERICI RR 11,19 11,12 G
A05AA02 Acido ursodesossicolico 025430063 URSOLISIN 20 cps 150 mg 2 MAGIS RR 4,43 4,40 G
A05AA02 Acido ursodesossicolico 025430101 URSOLISIN 20 cps 300 mg 2 MAGIS RR 6,59 6,55 G
A06AD11 Lattulosio 029159023 DIACOLON EPS scir 200 ml 66,7% 59 VECCHI & PIAM RR 4,84 4,81
A06AD11 Lattulosio 028524015 EPALAT EPS 15 bust grat 12 g 59 OFF RR 4,80 4,77
A06AD11 Lattulosio 024409118 EPALFEN EPS 30 bust grat 6 g 59 ZAMBON RR 4,80 4,77
A06AD11 Lattulosio 024409144 EPALFEN EPS scir 400 ml 59 ZAMBON RR 9,28 9,16 X
A06AD11 Lattulosio 022711129 LAEVOLAC EPS scir 180 ml 59 ROCHE RR 4,80 4,77
A06AD11 Lattulosio 022711117 LAEVOLAC EPS 20 bust grat 10 g 59 ROCHE RR 4,98 4,95
A06AD11 Lattulosio 030727010 LATTULAC EPS scir 180 ml 66,7 % 59 SOFAR RR 4,80 4,77
A06AD11 Lattulosio 023535166 NORMASE EPS scir 200 ml 66,7% 59 MOLTENI RR 4,84 4,81
A06AD12 Lattitolo 029563018 PORTOLAC EPS polv os 200 g 59 NOVARTIS C.H. RR 7,52 7,42 X X
A06AD12 Lattitolo 029563044 PORTOLAC EPS scir 500 ml 59 NOVARTIS C.H. RR 12,55 12,39 X X
A07AA02 Nistatina 010058030 MYCOSTATIN os sosp 100 ml BRISTOL RR 6,35 6,27 X
A07AA06 Paromomicina 014015034 GABBRORAL scir 60 ml 2,5% PFIZER ITALIA RR 4,80 4,77
A07AA06 Paromomicina 014015010 GABBRORAL 12 cpr 250 mg PFIZER ITALIA RR 8,98 8,88 X
A07AA06 Paromomicina 016531028 HUMATIN scir 60 ml 2,5% PFIZER ITALIA RR 4,80 4,77
A07AA06 Paromomicina 016531016 HUMATIN 16 cps 250 mg PFIZER ITALIA RR 10,45 10,33 X
A07AA06 Paromomicina 020177010 KAMAN 16 cps 250 mg I.B.N. SAVIO RR 10,79 10,67 X
A07AA09 Vancomicina 034985034 FARMACICLIN 4 cps 250 mg FARMA 1 RR 18,19 17,97 X
A07AA09 Vancomicina 035003033 LEVOVANOX 4 cps 250 mg LEVOFARMA RR 18,19 17,97 X
A07AA09 Vancomicina 034984031 MAXIVANIL 4 cps 250 mg MAX FARMA RR 18,19 17,97 X
A07AA11 Rifaximina 025300043 NORMIX grat os sosp 60 ml 2 g/100 ml ALFA WASSERMANN RR 4,80 4,77
A07AA11 Rifaximina 025300029 NORMIX 12 cpr riv 200 mg ALFA WASSERMANN RR 8,76 8,66 X X
A07AA11 Rifaximina 025303049 RIFACOL grat os sosp 60 ml 2% PRODOTTI FORMENTI RR 4,80 4,77
A07AA11 Rifaximina 025303025 RIFACOL 12 cpr riv 200 mg PRODOTTI FORMENTI RR 8,76 8,66 X X
A07AC01 Miconazolo 027203013 MIDERM 20 cpr 250 mg MENDELEJEFF RR 9,92 9,80 X
A07AC01 Miconazolo 025999121 NIZACOL 10 cpr 500 mg P.S. PHARMA RR 18,19 17,97 X
A07EA02 Idrocortisone 027000013 COLIFOAM 14 dosi schiuma rettale 20,8 g + 14 applic MEDA A.B. RR 14,14 13,98 X
A07EA06 Budesonide 034734018 ENTOCIR 50 cps 3 mg rilascio modificato ASTRAZENECA RR 68,14 67,32 X
A07EA07 Beclometasone 029136013 CLIPPER 10 clismi 3 mg 60 ml sosp rett CHIESI RR 26,62 26,30 X
A07EA07 Beclometasone 029136037 CLIPPER 30 cpr 5 mg rilascio modificato CHIESI RR 80,19 79,23 X
A07EA07 Beclometasone 034847020 KLOSTENAL 7 clismi 60 ml sosp rett + 7 cannule rett BRACCO RR 16,78 16,58 X
A07EA07 Beclometasone 031115025 TOPSTER 10 supp 3 mg SOFAR RR 8,02 7,92 X
A07EA07 Beclometasone 031115037 TOPSTER 7 clismi 60 ml sosp rett + 7 cannule rett SOFAR RR 16,78 16,58 X
A07EA07 Beclometasone 031115013 TOPSTER 14 dosi 35 ml schiuma rett SOFAR RR 16,82 16,62 X
A07EA07 Beclometasone 031115049 TOPSTER 10 flaconi 3 mg sosp rett SOFAR RR 21,28 21,02 X
A07EC01 Sulfasalazina 012048031 SALAZOPYRIN EN 100 cpr gastrores 500 mg PFIZER ITALIA RR 14,91 14,73 X
A07EC02 Mesalazina 026416242 ASACOL 24 cpr riv gastrores 800 mg GIULIANI RR 13,09 13,01 G
A07EC02 Mesalazina 026416026 ASACOL 50 cpr riv gastrores 400 mg GIULIANI RR 14,44 14,35 G
A07EC02 Mesalazina 026416255 ASACOL 50 cps 400 mg rilascio modificato GIULIANI RR 14,44 14,35 G
A07EC02 Mesalazina 026416139 ASACOL 20 supp 500 mg GIULIANI RR 17,15 17,05 G
A07EC02 Mesalazina 026416141 ASACOL 7 clismi 2 g 50 ml GIULIANI RR 25,27 25,12 G
A07EC02 Mesalazina 026416216 ASACOL 7 clismi 2 g schiuma rett GIULIANI RR 25,27 25,12 G
A07EC02 Mesalazina 026416154 ASACOL 7 clismi 4 g 100 ml GIULIANI RR 37,91 37,68 G
A07EC02 Mesalazina 026416230 ASACOL 7 clismi 4 g schiuma rett GIULIANI RR 37,91 37,68 G
A07EC02 Mesalazina 026416305 ASACOL 28 supp 1 g GIULIANI RR 57,57 56,87 X
A07EC02 Mesalazina 027122100 ASALEX 60 cpr gastrores 400 mg rilascio modificato CHIESI RR 22,71 22,43 X
A07EC02 Mesalazina 027122035 ASALEX 30 supp 400 mg CHIESI RR 23,59 23,31 X
A07EC02 Mesalazina 027122062 ASALEX 7 clismi 2 g sosp rett + 7 cannule CHIESI RR 25,27 25,12 G
A07EC02 Mesalazina 027122098 ASALEX 7 clismi 4 g sosp rett + 7 cannule CHIESI RR 37,91 37,68 G
A07EC02 Mesalazina 027122124 ASALEX 60 cpr gastrores 800 mg rilascio modificato CHIESI RR 44,82 44,28 X
A07EC02 Mesalazina 027122112 ASALEX 20 bust grat 1,5 g sosp rett CHIESI RR 65,89 65,09 X
A07EC02 Mesalazina 034298024 ASAMAX 24 cpr gastrores 800 mg ASTELLAS RR 13,09 13,01 G
A07EC02 Mesalazina 034298012 ASAMAX 50 cpr gastrores 400 mg ASTELLAS RR 14,44 14,35 G
A07EC02 Mesalazina 034298051 ASAMAX 20 supp 500 mg ASTELLAS RR 17,15 17,05 G
A07EC02 Mesalazina 034298036 ASAMAX 7 clismi 2 g 50 ml sosp rett ASTELLAS RR 25,27 25,12 G
A07EC02 Mesalazina 034298048 ASAMAX 7 clismi 4 g 100 ml sosp rett ASTELLAS RR 37,91 37,68 G
A07EC02 Mesalazina 035356056 ASAVIXIN gel rett 20 clismi 500 mg MADAUS RR 17,15 17,05 G
A07EC02 Mesalazina 035356017 ASAVIXIN 50 cpr riv 500 mg MADAUS RR 19,41 19,29 G
A07EC02 Mesalazina 035356031 ASAVIXIN 7 clismi 2 g sosp rett MADAUS RR 25,27 25,12 G
A07EC02 Mesalazina 035356043 ASAVIXIN 7 clismi 4 g sosp rett MADAUS RR 37,91 37,68 G
A07EC02 Mesalazina 027308067 CLAVERSAL 20 supp 500 mg GLAXOSMITHKLINE RR 17,15 17,05 G
A07EC02 Mesalazina 027308016 CLAVERSAL 50 cpr 500 mg GLAXOSMITHKLINE RR 20,32 20,20 G
A07EC02 Mesalazina 035358050 ENTERAPROCT 20 contenitori gel rettale CRINOS RR 17,15 17,05 G
A07EC02 Mesalazina 029480050 ENTERASIN 24 cpr gastrores 800 mg CRINOS RR 13,09 13,01 G
A07EC02 Mesalazina 029480011 ENTERASIN 50 cps 400 mg CRINOS RR 14,44 14,35 G
A07EC02 Mesalazina 029480074 ENTERASIN 20 supp 500 mg CRINOS RR 17,15 17,05 G
A07EC02 Mesalazina 029480023 ENTERASIN gel rett 7 clismi 2 g CRINOS RR 25,27 25,12 G
A07EC02 Mesalazina 029480035 ENTERASIN gel rett 7 clismi 4 g CRINOS RR 37,91 37,68 G
A07EC02 Mesalazina 033081050 MESAFLOR gel rett 20 clismi 500 mg SO.SE.PHARM RR 17,15 17,05 G
A07EC02 Mesalazina 033081011 MESAFLOR 50 cpr riv 500 mg SO.SE.PHARM RR 19,41 19,29 G
A07EC02 Mesalazina 033081023 MESAFLOR 7 clismi 2 g + 7 cannule rett SO.SE.PHARM RR 25,27 25,12 G
A07EC02 Mesalazina 033081035 MESAFLOR 7 clismi 4 g + 7 cannule rett SO.SE.PHARM RR 37,91 37,68 G
A07EC02 Mesalazina 034462022 MESALAZINA 24 cpr gastrores 800 mg DOROM RR 13,09 13,01 G
A07EC02 Mesalazina 034254021 MESALAZINA 24 cpr gastrores 800 mg PLIVA RR 13,09 13,01 G
A07EC02 Mesalazina 035075023 MESALAZINA 24 cpr gastrores 800 mg RATIOPHARM GMBH RR 13,09 13,01 G
A07EC02 Mesalazina 033763020 MESALAZINA 24 cpr gastrores 800 mg TEVA RR 13,09 13,01 G
A07EC02 Mesalazina 033529025 MESALAZINA 24 cpr gastrores 800 mg UNION HEALTH RR 13,09 13,01 G
A07EC02 Mesalazina 034462010 MESALAZINA 50 cpr gastrores 400 mg DOROM RR 14,44 14,35 G
A07EC02 Mesalazina 034254019 MESALAZINA 50 cpr gastrores 400 mg PLIVA RR 14,44 14,35 G
A07EC02 Mesalazina 035075011 MESALAZINA 50 cpr gastrores 400 mg RATIOPHARM GMBH RR 14,44 14,35 G
A07EC02 Mesalazina 033763018 MESALAZINA 50 cpr 400 mg TEVA RR 14,44 14,35 G
A07EC02 Mesalazina 033529013 MESALAZINA 50 cpr gastrores 400 mg UNION HEALTH RR 14,44 14,35 G
A07EC02 Mesalazina 034462059 MESALAZINA 20 supp 500 mg DOROM RR 17,15 17,05 G
A07EC02 Mesalazina 034254058 MESALAZINA 20 supp 500 mg PLIVA RR 17,15 17,05 G
A07EC02 Mesalazina 035075047 MESALAZINA 20 supp 500 mg RATIOPHARM GMBH RR 17,15 17,05 G
A07EC02 Mesalazina 034836015 MESALAZINA 50 cpr riv 500 mg SANDOZ RR 19,41 19,29 G
A07EC02 Mesalazina 034462034 MESALAZINA 7 clismi 2 g 50 ml sosp rett DOROM RR 25,27 25,12 G
A07EC02 Mesalazina 034254033 MESALAZINA 7 clismi 2 g 50 ml sosp rett PLIVA RR 25,27 25,12 G
A07EC02 Mesalazina 034836027 MESALAZINA 7 clismi 2 g sosp rett + 7 cannule SANDOZ RR 25,27 25,12 G
A07EC02 Mesalazina 034462046 MESALAZINA 7 clismi 4 g 100 ml sosp rett DOROM RR 37,91 37,68 G
A07EC02 Mesalazina 034254045 MESALAZINA 7 clismi 4 g 100 ml sosp rett PLIVA RR 37,91 37,68 G
A07EC02 Mesalazina 035075035 MESALAZINA 7 clismi 4 g 100 ml sosp rett RATIOPHARM GMBH RR 37,91 37,68 G
A07EC02 Mesalazina 034836039 MESALAZINA 7 clismi 4 g sosp rett + 7 cannule SANDOZ RR 37,91 37,68 G
A07EC02 Mesalazina 035386034 MESALAZINA 7 clismi 4 g sosp rett + 7 cannule TAD PHARMA RR 37,91 37,68 G
A07EC02 Mesalazina 035386022 MESALAZINA 24 cpr 800 mg TAD PHARMA RR 13,09 13,01 G
A07EC02 Mesalazina 035386010 MESALAZINA 50 cpr 400 mg TAD PHARMA RR 14,44 14,35 G
A07EC02 Mesalazina 035386059 MESALAZINA 20 supp 500 mg TAD PHARMA RR 17,15 17,05 G
A07EC02 Mesalazina 026925065 PENTACOL gel rett 20 clismi 500 mg SOFAR RR 17,15 17,05 G
A07EC02 Mesalazina 026925089 PENTACOL 7 clismi 2 g schiuma rett SOFAR RR 25,27 25,12 G
A07EC02 Mesalazina 026925127 PENTACOL 14 g schiuma rett + 7 cannule rett SOFAR RR 35,48 35,06 X
A07EC02 Mesalazina 026925077 PENTACOL 7 clismi 4 g schiuma rett SOFAR RR 38,81 38,58 G
A07EC02 Mesalazina 026925115 PENTACOL 28 g schiuma rett + 7 cannule rett SOFAR RR 52,16 51,54 X
A07EC02 Mesalazina 026925038 PENTACOL 20 clismi 1,5 g SOFAR RR 65,89 65,09 X
A07EC02 Mesalazina 026925040 PENTACOL 60 cpr gastrores 400 mg rilascio modificato SOFAR RR 22,71 22,43 X
A07EC02 Mesalazina 026925053 PENTACOL 60 cpr gastrores 800 mg rilascio modificato SOFAR RR 44,82 44,28 X
A07EC02 Mesalazina 027130071 PENTASA 50 cpr 500 mg rilascio modificato FERRING RR 22,42 22,29 G
A07EC02 Mesalazina 027130044 PENTASA 7 clismi 4 g 100 ml sosp rett FERRING RR 45,74 45,47 G
A07EC02 Mesalazina 035592017 PLIMAGE gel rett 20 clismi 500 mg PLIVA RR 17,15 17,05 G
A07EC02 Mesalazina 034556023 QUOTA gel rett 7 clismi 2 g + erog ABBOTT RR 27,48 27,32 G
A07EC02 Mesalazina 034556035 QUOTA gel rett 7 clismi 4 g + erog ABBOTT RR 40,66 40,42 G
A07EC02 Mesalazina 027357096 SALOFALK 10 supp 500 mg DR.FALK PHARMA GMBH RR 11,06 10,92 X
A07EC02 Mesalazina 027357110 SALOFALK 7 clismi 4 g 60 ml DR.FALK PHARMA GMBH RR 50,84 50,53 G
A07EC04 Balsalazide 033858022 BALZIDE 112 cps 750 mg MENARINI INTERNATIONAL O.L.S.A. RR 47,68 47,10 X
A09AA02 Pancrelipasi 029018064 CREON "10.000 U.I." 100 cps 150 mg ri 5 SOLVAY PHARMACEUTICALS B.V. RR 17,31 17,11 X X
A09AA02 Pancrelipasi 021232071 PANCREX 100 cps 340 mg 5 MIPHARM RR 13,96 13,80 X X
A10AB01 Insulina umana da DNA ric035932033 ACTRAPID 1 fiala 1.000 U.I. 10 ml NOVO NORDISK A/S RR 15,49 15,31 X X
A10AB01 Insulina umana da DNA ric035932060 ACTRAPID 5 penfill 3 ml NOVO NORDISK A/S RR 35,18 34,76 X X
A10AB01 Insulina umana da DNA ric035932084 ACTRAPID 5 cartucce 3 ml NOVO NORDISK A/S RR 35,18 34,76 X X
A10AB01 Insulina umana da DNA ric025707011 HUMULIN "R" 1 fiala 1.000 U.I. 10 ml ELI LILLY RR 14,72 14,54 X
A10AB01 Insulina umana da DNA ric025707365 HUMULIN "R" 5 cartucce 300 U.I. 3 ml ELI LILLY RR 33,42 33,02 X
A10AB01 Insulina umana da DNA ric025707441 HUMULIN "R JET" 5 penfill 3 ml ELI LILLY RR 33,42 33,02 X
A10AB04 Insulina lispro da DNA rico 033637024 HUMALOG 1 fiala SC 1.000 U.I. 10 ml ELI LILLY NEDERLAND BV RR 34,87 34,45 X X
A10AB04 Insulina lispro da DNA rico 033637051 HUMALOG 5 cartucce SC 300 U.I. 3 ml ELI LILLY NEDERLAND BV RR 52,36 51,74 X X
A10AB04 Insulina lispro da DNA rico 033637113 HUMALOG 5 cartucce SC NPL 300 UI 3 ml ELI LILLY NEDERLAND BV RR 52,36 51,74 X X
A10AB04 Insulina lispro da DNA rico 033637149 HUMALOG 5 penne SC NPL 300 UI 3 ml ELI LILLY NEDERLAND BV RR 52,36 51,74 X X
A10AB04 Insulina lispro da DNA rico 033637048 HUMALOG PEN 5 penne 100 U/ ml 3 ml ELI LILLY NEDERLAND BV RR 52,36 51,74 X X
A10AB05 Insulina aspart 034498093 NOVORAPID 5 cartucce 300 U.I. 3 ml NOVO NORDISK A/S RR 52,36 51,74 X X
A10AB05 Insulina aspart 034498055 NOVORAPID NOVOLE 5 siringhe SC 3 ml NOVO NORDISK A/S RR 52,36 51,74 X X
A10AB05 Insulina aspart 034498030 NOVORAPID PENFILL 5 cartucce SC 3 ml NOVO NORDISK A/S RR 52,36 51,74 X X
A10AB06 Insulina glulisina 036684013 APIDRA 1 fiala SC 10 ml 100 U/ml SANOFI AVENTIS GMBH RR 32,93 32,53 X X
A10AB06 Insulina glulisina 036684088 APIDRA 5 cartucce SC 300 U.I. 3 ml SANOFI AVENTIS GMBH RR 49,39 48,79 X X
